username,date,text,replies,reposts,likes,bookmarks,views
theapplehub,2025-04-01T01:47:22.000Z,"iOS 19 will reportedly support these iPhone models 

The iPhone XS, iPhone XS Max and iPhone XR will not be supported",468,2717,18287,1168,1315012
EckoTheFox,2025-04-01T03:33:48.000Z,My XS Max looking at me like:,5,12,865,10,34119
DavidPattt,2025-04-01T11:20:17.000Z,iPhone 11 users watch your back,33,10,502,4,33670
tslecomte,2025-04-01T02:03:28.000Z,"You do have to give it to Apple, their commitment to keeping the updates for as many iPhone as possible is on point. 

For the most part, they all tend to work well. ",0,0,258,2,24185
TheRealCEOAmber,2025-04-01T16:55:19.000Z,No hope . My iPhone XR,9,2,49,0,10782
JinMetaX,2025-04-01T01:48:07.000Z,what about my Solana phone,0,0,14,0,11703
mbahareth,2025-04-02T04:34:21.000Z,I will not upgrade to it because it harms me,0,0,0,0,1037
kpgamingz,2025-04-01T01:51:28.000Z,"I mean it’s for the good for the XR?

3 GB RAM and A12 isn’t sustainable enough in 2025 + battery isn’t good.",4,0,164,4,33196
OpemiDmh,2025-04-01T20:01:46.000Z,"iPhone XS, XS max and XR users right now",2,0,161,0,3516
itwinasilele_,2025-04-01T06:12:53.000Z,One more year on my 11,3,0,154,4,5570
theapplehub,2025-04-01T01:47:22.000Z,"iOS 19 will reportedly support these iPhone models 

The iPhone XS, iPhone XS Max and iPhone XR will not be supported",468,2717,18287,1168,1315012
EckoTheFox,2025-04-01T03:33:48.000Z,My XS Max looking at me like:,5,12,865,10,34119
DavidPattt,2025-04-01T11:20:17.000Z,iPhone 11 users watch your back,33,10,502,4,33670
tslecomte,2025-04-01T02:03:28.000Z,"You do have to give it to Apple, their commitment to keeping the updates for as many iPhone as possible is on point. 

For the most part, they all tend to work well. ",0,0,258,2,24185
TheRealCEOAmber,2025-04-01T16:55:19.000Z,No hope . My iPhone XR,9,2,49,0,10782
JinMetaX,2025-04-01T01:48:07.000Z,what about my Solana phone,0,0,14,0,11703
mbahareth,2025-04-02T04:34:21.000Z,I will not upgrade to it because it harms me,0,0,0,0,1037
kpgamingz,2025-04-01T01:51:28.000Z,"I mean it’s for the good for the XR?

3 GB RAM and A12 isn’t sustainable enough in 2025 + battery isn’t good.",4,0,164,4,33196
OpemiDmh,2025-04-01T20:01:46.000Z,"iPhone XS, XS max and XR users right now",2,0,161,0,3516
itwinasilele_,2025-04-01T06:12:53.000Z,One more year on my 11,3,0,154,4,5570
LatinLegacy,2025-04-01T14:04:19.000Z,It was a good run iPhone X users. iPhone 11 users are up next.,3,0,107,9,9633
spiderfaced,2025-04-01T01:54:20.000Z,"The last 'S' model. RIP 

Great phone.",0,0,106,2,6999
pkredits,2025-04-01T03:32:45.000Z,Don't think the batteries could've handled the update anyways good call imo,0,0,81,3,9582
yourtechguy100,2025-04-01T02:53:11.000Z,Don’t tell me it’s the discontinued of A12 chips so even 2020 iPad Pro is unsupported for iPadOS 19,9,3,70,0,32492
kaeprehgih,2025-04-01T12:22:14.000Z,Gotta respect Apple for how long they provide updates to older models,2,0,33,0,5460
dimov_vladyslav,2025-04-01T05:13:26.000Z,That's still quite a large list of devices. The iPhone 11 came out in 2019.,2,0,21,0,23128
singhalrishi27,2025-04-01T02:54:08.000Z,source?,4,0,22,0,33083
abasisgenius,2025-04-01T07:53:35.000Z,I’m pretty sure it was initially rumoured to support every iOS 18 compatible device. It’s a redesign update and probably every iOS 18 iPhone would be supported.,3,0,14,0,9527
Gazby77,2025-04-01T09:07:13.000Z,"I'll be surprised if the 11's get another year, they're already 6 years old.",2,0,8,0,20844
ty_uchiha_,2025-04-01T14:31:49.000Z,"All my iPhone 12 users, we’re getting closer to the day",0,0,8,0,3219
1bigg_roh,2025-04-01T16:34:11.000Z,how iPhone xr trying to hold iPhone SE back ,0,0,8,0,715
pkredits,2025-04-01T03:32:45.000Z,Don't think the batteries could've handled the update anyways good call imo,0,0,81,3,9582
yourtechguy100,2025-04-01T02:53:11.000Z,Don’t tell me it’s the discontinued of A12 chips so even 2020 iPad Pro is unsupported for iPadOS 19,9,3,70,0,32492
kaeprehgih,2025-04-01T12:22:14.000Z,Gotta respect Apple for how long they provide updates to older models,2,0,33,0,5460
dimov_vladyslav,2025-04-01T05:13:26.000Z,That's still quite a large list of devices. The iPhone 11 came out in 2019.,2,0,21,0,23128
singhalrishi27,2025-04-01T02:54:08.000Z,source?,4,0,22,0,33083
